"","gridless","501","101","51","11"
"1",0.240462839033093,0.240462836894848,0.240462845655395,0.240462848737284,0.240463805786141
"2",0.24171754157611,0.241717539358921,0.241717741864859,0.241717997420151,0.241718211704038
"3",0.289859385473313,0.289859881648707,0.289861614665142,0.28991956797971,0.291535483902537
"4",0.180277659307233,0.18027770377666,0.18027773383492,0.18027773383492,0.180441242437216
"5",0.342360116287396,0.342360139438285,0.342361782033093,0.342366185094245,0.342384540138639
"6",0.205262995533912,0.205262996238986,0.205262996238986,0.205262996238986,0.205300213828164
"7",0.239434223525291,0.23943418237145,0.239434277127043,0.239434278175602,0.239447712412176
"8",0.256167524913827,0.256167603159859,0.256173353962755,0.256184978222369,0.256780829305332
"9",0.224037042549229,0.224037026741865,0.224037160589288,0.224037196333836,0.224047261768749
"10",0.276594507277242,0.276594504473351,0.27659831570023,0.276599480210908,0.276853403766885
"11",0.318535545459649,0.318535528933538,0.318536005547321,0.318537054154101,0.318550200662469
"12",0.245582293590414,0.245582465202759,0.245586130191155,0.245602229279899,0.245633594536456
"13",0.296705939713091,0.296705924635566,0.296706179180293,0.296707795892425,0.296782038213231
"14",0.256599869427529,0.256600114821167,0.256606611893262,0.256636671480166,0.257273853091053
"15",0.296300735734989,0.296295516647316,0.29630106281887,0.29630517026037,0.296311669715143
"16",0.411317525662948,0.411317735898975,0.411324703310886,0.411327483084142,0.412505068578801
"17",0.273458297668793,0.27345830006361,0.273458596919488,0.273459051500038,0.273469136395598
"18",0.230452022015438,0.230452105110086,0.230453866627811,0.230455562614419,0.230768605802034
"19",0.222253616224493,0.222253589612771,0.222256372817186,0.222260598515239,0.222266112929968
"20",0.293354089410818,0.293354138592581,0.293355618810715,0.293357782082427,0.293573934393997
"21",0.292520715651782,0.29252070985149,0.292521021636517,0.292521653406221,0.292527804930529
"22",0.191994354511955,0.191994477063174,0.191996837215219,0.191999742023957,0.192346116044982
"23",0.215205012969937,0.215205013531156,0.215205067176364,0.215205109538127,0.215205407211257
"24",0.328910311873109,0.328910687439171,0.328922400036258,0.328939067818802,0.330179490146638
"25",0.223631828968087,0.223631840787687,0.223632306894521,0.223632831918879,0.223742159012315
"26",0.197583750200718,0.197583588011522,0.197583705930322,0.197583890592969,0.197600373279988
"27",0.251683991451101,0.251684148744688,0.251684630228727,0.251700117522895,0.252018555356189
"28",0.224834979049372,0.22483502945796,0.22483617453977,0.224836441714733,0.225181312687577
"29",0.215905213307708,0.215905215140092,0.215905266189772,0.215905281013206,0.215926997504543
"30",0.245154901331883,0.245154890811298,0.245155438559356,0.245158748228404,0.245224027058317
"31",0.331529622874986,0.331529624708289,0.331529644137602,0.331531185374257,0.331539677389451
"32",0.207342647303471,0.207342649719057,0.207342778187889,0.207343062145392,0.20735320006608
"33",0.336770670257476,0.336770670423923,0.336770718203937,0.33677627763306,0.336888050303794
"34",0.137003815739089,0.137003812908492,0.137003864289445,0.137003940578649,0.137013550085883
"35",0.367622166615896,0.367622166730205,0.367622219768364,0.367624213824775,0.367675319041362
"36",0.16825617312723,0.168256173279886,0.168256284933121,0.168256492076168,0.168269555234732
"37",0.178708017014227,0.178708016709778,0.178708121596881,0.178708657236012,0.178727091138395
"38",0.254440371667239,0.254440379804887,0.254441063736831,0.254441730849123,0.254445504230325
"39",0.355838741321736,0.355838936361639,0.355844969214493,0.3558547701406,0.356240456098253
"40",0.233676558506168,0.233676575394308,0.233676674755279,0.233679075041456,0.233689820779561
"41",0.254210354548094,0.254210348059293,0.254211039128651,0.254215226953425,0.254230703305833
"42",0.214444586753248,0.214444685192418,0.214445787062676,0.214460025836812,0.214893569963726
"43",0.36735610261523,0.36735610138646,0.367356353319552,0.367357936995806,0.367366206236762
"44",0.268440689298165,0.268440752516632,0.268440851617849,0.268457228357738,0.268941383846015
"45",0.188742578681552,0.188742639309158,0.188744806686694,0.188745813036657,0.188974258543027
"46",0.348789131968531,0.34878948618324,0.348796800250242,0.348798252114006,0.349771928953043
"47",0.229065864316521,0.229062868678006,0.229062898874906,0.229065185036639,0.229077165292145
"48",0.3880314377344,0.38803142819683,0.388038374692755,0.388040133722625,0.389557352100612
"49",0.246720341815136,0.246720341812875,0.246720388705038,0.246740888017466,0.246775936347984
"50",0.293733729442184,0.293733974254989,0.293739044181174,0.293760221202999,0.294537231629196
